Item_Visibility,Item_MRP,Outlet_Size,Outlet_Location_Type,Item_Outlet_Sales,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Outlet_Identifier_0,Outlet_Identifier_1,Outlet_Identifier_2,Outlet_Identifier_3,Outlet_Identifier_4,Outlet_Identifier_5,Outlet_Identifier_6,Outlet_Identifier_7,Outlet_Identifier_8,Outlet_Identifier_9
-2.9546744988320723,242.8512,1,2,8.668441745862742,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-3.2340911937410026,224.8404,1,2,7.362190097045186,True,False,False,False,True,False,False,False,False,False,False,False,False,False
-2.744952621573778,45.206,1,0,6.674942644885812,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-4.995325243326496,42.8112,0,2,6.460167346266008,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-1.7882430451006561,176.2712,0,2,8.002396496707917,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-4.21985676609078,84.725,1,2,7.466070226906235,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-4.300524438725537,142.0154,1,2,7.787739560072323,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-2.2528814794798575,82.3908,1,2,8.213705589737677,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-4.071676808030624,112.5228,2,0,7.595593597438111,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-3.2511873912407085,110.657,1,1,7.643618504016726,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-2.5862542015005023,119.1808,1,2,5.8623303583111195,True,False,False,False,True,False,False,False,False,False,False,False,False,False
-11.512925464970229,148.7418,1,1,7.824610095730501,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-11.512925464970229,119.5124,1,2,6.720927757560379,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-2.499868579309379,92.2488,1,2,7.213939140359562,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-2.3440218389352405,198.5768,1,2,8.838941563422022,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-4.469012208360056,72.9038,1,1,6.9418215867514546,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-4.7327399558803,195.011,2,1,7.582794500584018,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-3.012321354625271,114.9176,1,1,7.5739418721650935,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-2.5375862688902764,39.8506,1,2,7.2998469668794055,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-3.0039578712149155,227.4062,0,2,8.554728371394708,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-3.798266197493001,96.0094,2,0,7.500517661113117,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-3.383253775392926,111.586,1,1,8.13022986781621,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-3.8337943883762926,185.0582,1,1,8.55665034007798,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-2.507598984269186,36.819,1,0,6.645089682118599,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-2.575868393758356,112.4544,1,0,7.7617204675427045,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-1.9966773639522117,54.564,2,0,7.37645806875296,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-11.512925464970229,193.0504,1,0,7.821143887767896,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-2.5652295587142415,61.5536,1,1,6.679971993227496,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-2.0514108578730745,226.5404,1,1,8.41201221741762,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-4.212901299608491,191.5162,2,0,8.032249459759168,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-2.711804444463155,259.7962,1,2,8.647855844890577,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-4.940577469872822,40.848,0,2,6.520791967162129,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-3.869501064635659,62.8194,0,2,6.833883751180938,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-2.0926801060520503,172.5396,1,1,8.206100990373137,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-1.8329090361442897,93.912,2,1,7.1739338060463735,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-2.700995528921969,242.8486,1,2,8.13765322675184,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-3.1524715141490383,255.933,1,1,8.254527584149566,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-1.7565486136649158,148.4708,1,2,8.232644872957597,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-4.921455869022256,196.7426,2,1,7.926023518188945,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-11.512925464970229,205.7296,1,1,8.427279689514744,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-3.4799786103350034,252.9724,1,1,8.013034894877558,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-2.1075882086538824,118.244,2,0,6.86563244915906,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-2.92618111793663,149.7734,1,1,7.772994544068196,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-3.3474583689832693,84.4224,0,2,6.7478494148064545,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-2.7890294046511523,48.6034,2,0,4.982305844557594,True,False,False,False,False,False,False,False,True,False,False,False,False,False
-3.1410725921786624,37.5164,2,1,5.599587242754424,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-2.7701893151207173,36.6532,1,1,5.5281282815125685,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-2.7552370961946435,89.4856,1,1,7.040985334959332,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-2.5587711211289133,60.8536,0,2,7.206065083986858,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-4.733532106246169,204.998,1,1,8.587902883522926,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-1.9906771680869708,238.0248,2,0,6.566777079742153,True,False,False,False,False,False,False,False,True,False,False,False,False,False
-2.901369688029892,64.2168,1,1,7.415678781665544,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-4.948479844594649,191.153,1,1,8.136094987251386,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-3.60962426876241,73.9354,1,1,7.411664324271087,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-2.6190248248213672,118.6098,2,1,6.7376412383343265,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-1.4101268522208275,148.076,2,0,4.986861660781717,True,False,False,False,False,False,False,False,True,False,False,False,False,False
-1.953343327805645,121.9072,2,1,7.206065083986858,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-3.34035081741794,218.2166,1,2,8.216407563814096,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-3.7777439798508015,260.0594,0,2,8.702537875618834,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-2.9183649631045654,116.5466,0,2,7.541972506275902,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-2.141550002340817,158.9578,2,1,7.71708831371625,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-2.1704470956940543,158.8604,1,0,8.397709232259297,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-3.0761954496119706,206.7954,2,0,6.7257316098152575,True,False,False,False,False,False,False,False,True,False,False,False,False,False
-2.5788767235356937,85.1908,2,0,7.687612495716462,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-2.7220623290457917,188.324,0,2,7.307465197713018,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-2.3240632255655713,221.8456,1,2,6.78466338750505,True,False,False,False,True,False,False,False,False,False,False,False,False,False
-2.8329744615909043,110.4912,2,0,6.079394857998494,True,False,False,False,False,False,False,False,True,False,False,False,False,False
-2.791599372992192,93.3436,1,2,7.1881184409304,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-2.0877042641454344,33.2874,1,1,4.949820391677616,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-4.24886773141491,187.3872,1,2,7.881265617712799,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-2.79921801137811,75.0696,1,2,5.004880165065278,True,False,False,False,True,False,False,False,False,False,False,False,False,False
-11.512925464970229,253.0356,1,2,9.34531714540942,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-4.260633837608275,225.4746,1,1,7.205076453167258,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-3.384002799419617,56.2614,2,0,6.651131996496225,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-3.71055050422542,197.211,1,1,8.224648384344713,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-11.512925464970229,55.9298,2,0,4.680830474104287,True,False,False,False,False,False,False,False,True,False,False,False,False,False
-2.3357238977041326,159.0262,1,2,8.680615512432988,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-2.330900270657301,89.8856,2,1,5.8623303583111195,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-2.717870472513474,188.4214,1,1,7.946731148442404,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-3.4769790952784345,228.7352,1,0,8.691972243232954,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-3.5575581118526114,195.8136,0,2,7.754894502501464,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-3.384533557611907,213.2902,2,1,8.354157424851781,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-2.7094164740281386,185.324,0,2,8.272546089605802,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-1.7722322033697682,116.2492,2,0,4.752289431692424,True,False,False,False,False,False,False,False,True,False,False,False,False,False
-11.512925464970229,263.591,1,1,6.670732112402724,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-2.4677523261543617,215.0218,2,0,7.561899751823889,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-3.5889600585383583,168.279,2,0,8.31255142411933,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-2.9531135900464744,121.7072,2,1,7.94366402324596,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-11.512925464970229,184.2608,1,2,8.710142474991466,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-3.257868841946201,104.0332,1,2,5.323333877897054,True,False,False,False,True,False,False,False,False,False,False,False,False,False
-3.6574127643100183,166.9474,1,1,7.959836882434624,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-1.824420498945234,185.1266,0,2,7.702158206652636,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-3.3624441046632096,116.1492,1,1,7.150184626018879,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-11.512925464970229,89.1856,1,2,7.654089803834116,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-2.743929711096626,77.3012,1,0,7.373954938550526,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-2.576411848522879,153.9656,1,2,7.873184765689509,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-2.6436455654894058,228.601,1,1,8.481300902986659,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-1.6721057470639218,119.244,1,2,4.786190980490802,True,False,False,False,True,False,False,False,False,False,False,False,False,False
-3.140883510121991,38.3164,2,0,6.292734404817418,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-3.6471577940141504,169.5474,1,2,8.345499362129138,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-2.214913091764669,161.3578,1,2,8.41023549205042,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-2.517819628194329,168.379,2,1,7.080407748786826,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-2.4064001368422225,89.8856,1,2,5.169183206197244,True,False,False,False,True,False,False,False,False,False,False,False,False,False
-2.3131591113998673,195.7768,1,0,8.32811594062254,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-11.512925464970229,225.1088,0,2,8.182933931155583,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-3.423733001983862,192.1162,2,1,8.255393010423745,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-2.323326190115308,98.9042,1,2,8.509203359548437,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-11.512925464970229,208.5638,1,0,8.591123498216977,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-3.8921299410450523,248.9092,2,0,7.7147144253716675,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-2.2650674735126,113.7544,2,0,6.508957509690424,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-3.471216397312134,179.6686,2,0,5.180482760811939,True,False,False,False,False,False,False,False,True,False,False,False,False,False
-2.775722058013256,242.417,2,0,6.186278600875917,True,False,False,False,False,False,False,False,True,False,False,False,False,False
-3.7755500310007006,181.195,2,1,7.774954505488162,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-1.8834256418983948,99.9358,2,0,5.303661113267184,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-3.1010640340696947,59.2562,1,2,6.479765704030999,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-3.074235129075289,199.8084,1,1,8.286059808738237,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-2.0164258795035863,221.5798,2,1,8.339791403090512,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-1.365087665087752,84.4224,1,2,5.138411549308369,True,False,False,False,True,False,False,False,False,False,False,False,False,False
-3.299827264063184,181.3976,1,1,8.032249459759168,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-3.118746706639351,182.995,1,2,8.38805897644899,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-1.9814516464312995,162.1236,1,0,7.854760498434265,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-3.27867755566484,126.7704,0,2,7.874198450516498,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-1.4923337382631525,112.7886,2,0,5.404375084104125,True,False,False,False,False,False,False,False,True,False,False,False,False,False
-2.4182232655147984,62.751,1,2,7.4429478096192225,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-2.936757991623113,86.0224,1,1,7.153314519003284,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-2.136141653967751,262.891,1,2,8.616642250594005,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-11.512925464970229,182.9292,1,1,8.2974046083968,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-1.9875302515623687,263.7568,1,0,8.941944088707608,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-3.6133971353787055,220.9456,1,2,7.4778105624100535,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-11.512925464970229,224.4404,1,2,8.635155768287465,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-2.125503809145029,180.3976,0,2,8.032249459759168,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-2.697703107385679,257.3304,1,2,8.262289589464945,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-11.512925464970229,157.7972,0,2,7.446450440149951,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-3.0012922013468075,78.2644,1,0,7.308357656490057,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-2.101948199012249,119.7466,1,1,8.295744305844545,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-1.9750633787725136,147.476,1,2,8.122355811408584,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-2.6480296487578303,114.586,2,0,7.126927764039252,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-3.2833523479276923,95.5094,1,2,4.556078781450335,True,False,False,False,True,False,False,False,False,False,False,False,False,False
-2.9273803140739356,185.1608,1,0,7.778584273523518,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-2.5747349112011992,34.0532,1,1,6.3548068323465525,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-4.604670111046411,154.463,1,1,8.230873393313928,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-2.493684825483517,149.1076,1,1,7.075352978167843,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-2.7625155791263674,131.3626,0,2,5.569584993577343,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-2.248027629806715,83.4908,2,0,7.202104682800208,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-3.8224791462136722,247.0092,1,2,8.608532298757051,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-2.7518411924849633,123.0414,1,2,8.440306360886433,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-5.1122672694077345,163.0526,1,1,7.40520748186159,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-2.7611788945941615,89.383,1,1,7.137566162159314,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-2.6618474528367413,90.5146,1,1,6.5926565273706945,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-4.450694159091931,96.541,1,2,7.705462009012118,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-1.9489693987915107,171.9448,2,0,8.229453946663485,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-3.719878931229342,48.7718,2,0,5.465351877942725,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-2.495554679376336,61.3194,1,2,7.622341105672471,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-2.7041269421569067,184.2292,1,1,7.40358673597372,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-2.598299243057074,91.4462,1,1,7.572230422158338,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-5.195667641766056,171.179,2,0,8.501793423334725,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-3.554713487873846,90.3146,1,1,7.84541948607753,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-3.2515199691361607,165.0842,0,2,7.749744276547281,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-11.512925464970229,53.1298,2,1,6.695733414295185,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-2.225489505354149,148.7076,1,1,7.193136012884566,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-3.7449501209416978,223.2404,1,2,7.814175218479855,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-2.6497277708256646,180.4002,2,0,6.574239800839184,True,False,False,False,False,False,False,False,True,False,False,False,False,False
-2.541733097558312,258.5646,1,2,8.036565392210749,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-3.0743825927171473,178.0344,1,2,7.3814456102328645,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-4.3598931572930715,39.9822,1,2,4.363918797908558,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-3.026257441976961,131.2626,0,2,8.134534315850614,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-2.020372191730759,226.2062,1,2,6.517846456975809,True,False,False,False,True,False,False,False,False,False,False,False,False,False
-2.052063904800441,102.0332,1,0,7.6259189270028775,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-1.8243188496049458,57.5562,1,2,6.720927757560379,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-4.489945887776749,166.9184,1,2,6.492957168584311,True,False,False,False,True,False,False,False,False,False,False,False,False,False
-2.168889233894875,94.9436,1,0,7.114010469357839,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-3.4701180664689137,159.9578,2,0,7.91124432737164,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-2.4617568305940067,165.05,2,0,7.753752297927585,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-2.704519376805099,186.424,1,2,7.1739338060463735,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-2.5411715368243,241.3854,2,0,6.180784081671635,True,False,False,False,False,False,False,False,True,False,False,False,False,False
-3.3227668929154075,244.4486,1,1,8.331809240676934,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-3.024755811075259,188.4898,1,2,5.2315887689428004,True,False,False,False,True,False,False,False,False,False,False,False,False,False
-2.4935987932509867,120.9756,1,2,8.262976638614212,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-2.7449619910713383,121.9414,1,1,7.2876268556277015,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-3.466054065408082,160.3578,1,2,7.475926258113421,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-2.301336462857208,188.3898,1,1,8.176027697472145,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-1.4952853255557998,168.8816,2,0,5.1226631932715,True,False,False,False,False,False,False,False,True,False,False,False,False,False
-3.325522806557606,40.5138,2,0,6.102003205514262,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-2.715008050896415,184.4292,0,2,8.039575499827532,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-2.638770656709863,61.0536,2,1,7.549009832959287,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-2.2249840622505173,181.7634,1,0,8.729066367578044,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-3.6409985031535927,207.5954,1,2,8.805173140998221,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-2.454007429802992,168.6816,2,1,7.202104682800208,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-4.7393550492208885,207.898,2,1,8.037856547970195,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-3.0153939639822376,128.7336,1,0,7.683942766844355,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-2.193153446646114,59.822,1,2,7.425248232624385,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-3.4840642209439308,253.1724,1,0,8.572650681393903,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-2.550974134394727,107.1596,0,2,7.938926922978543,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-2.4566075960362994,146.6076,1,2,7.480818083457027,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-2.8745278264954073,234.93,1,1,8.446899476341885,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-2.714913696089177,61.451,1,2,4.840258197369404,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-1.40424398812202,172.2764,2,0,5.146193689295618,True,False,False,False,False,False,False,False,True,False,False,False,False,False
-4.361306781099541,55.5588,2,0,7.379785858824843,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-2.5515679472217507,238.7248,0,2,7.665389359034779,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-2.748358561929838,36.0848,1,2,5.921170856708563,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-1.70145854573417,109.157,1,2,7.532392869470138,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-1.9926123586198454,54.864,1,2,5.767020181351401,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-4.076377029447081,210.0586,2,0,8.34786809595907,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-2.686253152222917,101.199,2,0,6.939244265762096,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-3.5989067661370293,257.8304,2,0,7.500149540367391,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-3.361934054032268,155.8288,1,0,7.002976009331433,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-11.512925464970229,89.8804,1,1,7.0053943901737545,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-2.7203497463499717,179.866,0,2,7.899706209967897,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-3.5346569025837966,174.537,2,1,7.1188740292971024,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-2.7542054232823268,74.7696,2,0,4.311733051556779,True,False,False,False,False,False,False,False,True,False,False,False,False,False
-2.863475117424075,225.0404,2,0,8.507322397019962,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-2.1570126728830683,218.3166,1,2,6.076341420581621,True,False,False,False,True,False,False,False,False,False,False,False,False,False
-2.5809544899968753,98.241,1,2,7.705462009012118,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-1.7846581156315766,193.9136,1,0,8.042576573881647,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-3.0010999538086076,224.5062,1,1,8.414966429308498,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-1.959234353323976,167.7132,1,2,8.26606253167743,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-2.8329749034854284,80.8618,1,0,7.161613321753329,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-2.366848515974585,90.3146,1,2,7.457653956923435,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-3.0344145588855507,159.2946,1,0,7.546200842363046,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-3.9644357156015086,61.9536,1,1,7.110754904924605,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-3.727932846866057,124.973,1,2,7.809322148850435,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-2.652791971469316,63.4484,1,1,6.950790256647919,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-2.07561334259336,264.491,1,0,8.790995637449075,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-4.264403611818864,128.9652,1,2,7.426041568639055,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-1.9700728654404804,103.0306,0,2,7.784974071595626,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-4.0981414011009605,46.9034,2,1,6.879425771148516,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-2.085285673399537,93.6462,1,2,5.626320303975635,True,False,False,False,True,False,False,False,False,False,False,False,False,False
-4.485507584489451,189.5188,2,0,7.551810955224268,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-2.1158498077128045,45.906,2,1,6.038953889384882,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-4.136710998779202,229.4352,2,0,8.478398143334724,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-2.339288217135737,163.5552,2,0,7.488297549846308,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-2.616757065189577,187.953,1,1,7.884780559806988,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-3.1360580558570104,158.1946,1,2,8.845483822652488,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-3.005164759911767,147.3734,1,2,7.772994544068196,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-2.5362472968756196,223.8062,0,2,8.36367313503754,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-3.021019579439372,60.4194,0,2,6.898422271645591,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-2.6315309658812773,195.3794,1,0,8.163778415919863,False,True,False,False,False,False,False,False,False,False,False,False,False,True
-1.8191881250233306,37.719,1,2,6.308617450698954,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-2.921787814767851,155.2972,1,2,5.741702374169437,True,False,False,False,True,False,False,False,False,False,False,False,False,False
-2.665339062538777,52.4324,1,1,6.347838163152024,False,True,False,False,False,False,False,False,False,False,False,True,False,False
-2.8818800824429234,40.0454,1,2,6.038953889384882,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-2.2079908785226516,41.9428,2,0,7.338236856176586,False,True,False,False,False,False,False,False,False,False,False,False,True,False
-3.527549589273426,187.7556,2,1,8.230873393313928,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-2.893934366456538,131.5284,2,1,7.3664077329626725,False,True,False,False,False,False,False,False,False,False,True,False,False,False
-11.512925464970229,49.2008,0,2,6.488916759108604,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-1.8519133258718043,238.3538,1,1,8.617606222229746,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-3.2335916737864374,149.8366,1,2,7.726234269153421,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-1.7708602904231183,55.2614,0,2,6.577024025336779,False,True,False,False,False,True,False,False,False,False,False,False,False,False
-3.3876605494068373,222.8456,1,2,8.864104919288739,False,False,False,True,False,False,False,False,False,True,False,False,False,False
-2.8549810120208012,55.8956,1,2,6.19717789111092,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-1.8319198014450986,61.5194,1,1,6.959046892868275,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-2.3041590510163568,87.4856,1,1,5.574648295341362,False,True,False,False,False,False,True,False,False,False,False,False,False,False
-4.363955230570359,40.2822,2,0,6.443360228214802,False,True,False,False,False,False,False,False,False,False,False,False,True,False
